id,city,DOB,address,longitude,sex,state,latitude,name,collection_id,email
1018337,West Baldwin,1952-06-08T22:11:38Z,5897 FERNRAE LN,-71,F,Maine,44,"SAVIGE,JOSEPH E",V_Participant,
1018338,Westbrook,1944-01-08T22:11:38Z,"3941 J ST #366,#216",-70,M,Maine,44,"MCPHEE,DECLAN I",V_Participant,
1018339,Yarmouth,1953-09-08T22:11:38Z,"4500 W 116TH ST,#M-140",-70,F,Maine,44,"HENRY,LAURA C",V_Participant,
1018340,North Yarmouth,1941-06-08T22:11:38Z,"2001 UNION STREET #480,#M-140",-70,M,Maine,44,"MCNAMARA,JAKE B",V_Participant,
1018341,Westbrook,1940-02-08T22:11:38Z,2767 E 22ND ST ,-70,F,Maine,44,"GOWLLAND,BENJAMIN P",V_Participant,
1018344,Portland,1947-10-08T22:11:38Z,451 E BOARDWALK DR  #819,-70,M,Maine,44,"FARNCOMB,BRODIE M",V_Participant,
1018345,Portland,1939-01-08T22:11:38Z,PO BOX 11445,-70,F,Maine,44,"BRAND,PAIGE J",V_Participant,dutchess143@comcast.net
1018346,Falmouth,1938-10-08T22:11:38Z,490 MADRONE DR,-70,M,Maine,44,"JAEGER,BETHANY T",V_Participant,DUTCHES143@COMCAST.NET
1018348,Cape Elizabeth,1941-11-08T22:11:38Z,"8843 BURCHELL R,PO BOX 701",-70,M,Maine,44,"BISCHOF,TRISTAN M",V_Participant,
1018349,Peaks Island,1937-12-08T22:11:38Z,52 MIWOK WAY,-70,F,Maine,44,"FINCHAM,CHARLOTTE J",V_Participant,
1018350,Portland,1938-03-08T22:11:38Z,"3387 OAK ST,P.O. BOX 701",-70,M,Maine,44,"LISTON,CALEB L",V_Participant,
1018351,Cumberland Foreside,1946-12-08T22:11:38Z,"125 AIKAHI LOOP,#203",-70,F,Maine,44,"BUNDEY,LACHLAN K",V_Participant,
1018352,Portland,1950-09-08T22:11:38Z,2404 SUMNER,-70,M,Maine,44,"DAVISON,HOLLY N",V_Participant,
1018353,South Portland,1939-12-08T22:11:38Z,3838 WATT AVE BLDG A,-70,F,Maine,44,"GILROY,JOSEPH A",V_Participant,
1018354,Portland,1949-03-08T22:11:38Z,2045 UNIVERSITY AVE,-70,M,Maine,44,"WALTON,ANGELINA A",V_Participant,
1018356,Portland,1952-06-08T22:11:38Z,"1199 BUSH STREET, SUITE 350",-70,M,Maine,44,"EAST,MIKAYLA L",V_Participant,
1018357,New Gloucester,1948-08-08T22:11:38Z,215 BAYVIEW ST APT 217,-70,F,Maine,44,"HELENA,ABBEY T",V_Participant,
1018359,East Dixfield,1945-01-08T22:11:38Z,P.O. BOX 1907,-70,F,Maine,45,"JANSSEN,HENRY M",V_Participant,
1018360,East Wilton,1949-12-08T22:11:38Z,357 FIRREWEED CT,-70,M,Maine,45,"NICHOLS,TAJ C",V_Participant,
1018361,Jay,1939-10-08T22:11:38Z,1251 PARK AVENUE,-70,F,Maine,45,"TEDBURY,GABRIEL G",V_Participant,
1018364,Wilton,1951-06-08T22:11:38Z,"825 BERRYESSA S,APT. 7",-70,M,Maine,45,"SZABADOS,OLIVER I",V_Participant,
1018366,Farmington,1955-08-08T22:11:38Z,11 SANTA CLARA CT,-70,M,Maine,45,"TRUEBRIDGE,JACOB L",V_Participant,
1018367,Farmington Falls,1952-06-08T22:11:38Z,5542 CLARK RD,-70,F,Maine,45,"KELLOW,ABBEY K",V_Participant,
1018368,Kingfield,1955-02-08T22:11:38Z,4220 HARDING PIKE,-70,M,Maine,45,"ISAACHSEN,JOSHUA S",V_Participant,
1018369,New Sharon,1950-08-08T22:11:38Z,305 KENBROOK CIRCLE,-70,F,Maine,45,"CADMAN,JOHN M",V_Participant,
1018370,New Vineyard,1950-06-08T22:11:38Z,515 PASEO SOLAZ,-70,M,Maine,45,"HANDT,RILEY L",V_Participant,
1018371,Oquossoc,1955-01-08T22:11:38Z,4638 WILSON LN,-71,F,Maine,45,"LANGWELL,SETH A",V_Participant,
1018372,Phillips,1956-01-08T22:11:38Z,5420 CORAL CREEK WAY,-70,M,Maine,45,"WEDGE,JAXON L",V_Participant,
1018374,Stratton,1955-11-08T22:11:38Z,403 WEST M ST,-70,M,Maine,45,"WENDT,RORY A",V_Participant,
1018375,Strong,1940-11-08T22:11:38Z,1202 W. MCKINLEY AVE.   APT. 3,-70,F,Maine,45,"BINNIE,ZANE L",V_Participant,
1018376,Temple,1945-03-08T22:11:38Z,110 PALOMAR AVE,-70,M,Maine,45,"AH MOUY,KIARA C",V_Participant,
1018378,Aurora,1950-05-08T22:11:38Z,254 MADRONE,-68,M,Maine,45,"NEITENSTEIN,TIMOTHY E",V_Participant,
1018379,Bucksport,1946-02-08T22:11:38Z,1756 QUEENSTOWN DR,-69,F,Maine,45,"CALLISTER,JACOB D",V_Participant,
1018380,Castine,1947-08-08T22:11:38Z,5376 CASTLE STREET,-69,M,Maine,44,"RIDDELL,CHARLES I",V_Participant,
1018381,Castine,1944-04-08T22:11:38Z,3715 PAGE ST,-69,F,Maine,44,"PLATE,CHRISTIAN I",V_Participant,
1018382,East Orland,1938-08-08T22:11:38Z,1547 PALOS VERDES MALL # 130,-69,M,Maine,45,"MANSERGH,EMILY Z",V_Participant,
1018384,Penobscot,1940-04-08T22:11:38Z,3073 EMERSON STREET,-69,M,Maine,44,"ASHKANASY,RYAN H",V_Participant,
1018385,Ellsworth,1940-05-08T22:11:38Z,865 BOCKMAN ROAD,-68,F,Maine,45,"DISHER,NATALIE J",V_Participant,
1018386,Gouldsboro,1951-01-08T22:11:38Z,7547 GLENDORA CT,-68,M,Maine,44,"DOWN,ABBEY T",V_Participant,
1018387,Bar Harbor,1947-10-08T22:11:38Z,1036 S. GARFIELD ST. #13,-68,F,Maine,44,"ROUS,AMELIA A",V_Participant,
1018388,Bernard,1943-09-08T22:11:38Z,C/O THU ANH LE (GUARDIAN),-68,M,Maine,44,"DICKS,SARAH J",V_Participant,
1018392,Brooksville,1953-04-08T22:11:38Z,7721 ELMSMERE CT,-69,M,Maine,44,"MACKENNAL,ELLA A",V_Participant,
1018394,Cranberry Isles,1948-11-08T22:11:38Z,117 HIGHLAND AVE #A,-68,M,Maine,44,"BLACKWOOD,NOAH I",V_Participant,
1018395,Deer Isle,1946-04-08T22:11:38Z,15050 PINEHURST WAY,-69,F,Maine,44,"MCCLOUGHRY,MITCHELL P",V_Participant,
1018397,Franklin,1950-03-08T22:11:38Z,101 F CORTEZ CIR,-68,F,Maine,45,"CUSTANCE,TYLER L",V_Participant,
1018398,Frenchboro,1955-08-08T22:11:38Z,7461 AUTUMN AVE,-68,M,Maine,44,"JERGER,XAVIER M",V_Participant,
1018399,Hancock,1952-05-08T22:11:38Z,C/O 1550 SHANGRI LA CT,-68,F,Maine,45,"BRENTNALL,ISABELLA J",V_Participant,
1018402,Islesford,1942-01-08T22:11:38Z,8913 SPRINGHURST DRIVE,-68,M,Maine,44,"SEPTIMUS,DOMINIC H",V_Participant,
1018403,Little Deer Isle,1951-03-08T22:11:38Z,10046 MERCED AVENUE,-69,F,Maine,44,"YIRAWALA,SAM C",V_Participant,
1018405,Mount Desert,1940-11-08T22:11:38Z,11070 HIRSCHFELD WAY #26,-68,F,Maine,44,"BRUCE,BELLA J",V_Participant,michaelmaier@sbcglobal.net
1018406,Northeast Harbor,1956-05-08T22:11:38Z,1661 HILLMONT AVE,-68,M,Maine,44,"PRING,HUNTER I",V_Participant,
1018407,Sullivan,1946-09-08T22:11:38Z,475 8TH STREET,-68,F,Maine,45,"STELZER,KATIE S",V_Participant,
1018412,Seal Harbor,1945-07-08T22:11:38Z,19480 BAINTER AVENUE,-68,M,Maine,44,"BURNS,ZAC P",V_Participant,
1018413,Sedgwick,1948-06-08T22:11:38Z,1101 N SEPULVEDA BLVD,-69,F,Maine,44,"CLEMENT,LILIAN D",V_Participant,
1018414,Sorrento,1955-07-08T22:11:38Z,1911 JOHNSON AVE ,-68,M,Maine,44,"BLESING,MACKENZIE J",V_Participant,
1018415,Southwest Harbor,1949-05-08T22:11:38Z,2001 ZINFANDEL DR,-68,F,Maine,44,"CARDELL,TAJ M",V_Participant,
1018417,Sunset,1939-11-08T22:11:38Z,P O BOX 19992,-69,F,Maine,44,"MAXWELL,RACHEL J",V_Participant,sylviamata91@gmail.com
1018418,Surry,1948-04-08T22:11:38Z,530-A PRINCE STREET,-69,M,Maine,44,"ROSS-KING,CHRISTIAN T",V_Participant,
1018419,Swans Island,1953-04-08T22:11:38Z,1263  WINDERMERE  WAY,-68,F,Maine,44,"MATHEW,JORDAN S",V_Participant,
1018420,Winter Harbor,1949-04-08T22:11:38Z,4215 FLORAL DR,-68,M,Maine,44,"GOLDIE,MATILDA N",V_Participant,
1018421,Monmouth,1940-11-08T22:11:38Z,578 JOYCE ST,-70,F,Maine,44,"CLOW,CALEB S",V_Participant,
1018422,North Monmouth,1943-03-08T22:11:38Z,2700 DEL MEDIO CT #227,-70,M,Maine,44,"PILPEL,ANGUS A",V_Participant,
1018423,Wayne,1944-01-08T22:11:38Z,6930 65TH ST NO. 107 B,-70,F,Maine,44,"BROWNRIGG,MADELINE H",V_Participant,
1018424,Augusta,1945-05-08T22:11:38Z,1411 KINA ST,-70,M,Maine,44,"CARRINGTON,SOPHIE T",V_Participant,
1018425,Augusta,1940-03-08T22:11:38Z,228 BLACK OAK DR.,-70,F,Maine,44,"HEBBLETHWAITE,CAMERON L",V_Participant,
1018426,Augusta,1953-11-08T22:11:38Z,161 MAVIS PL,-70,M,Maine,44,"KIRKE,KATE N",V_Participant,
1018427,Augusta,1940-08-08T22:11:38Z,8531 CHRIS LANE,-70,F,Maine,44,"LEVY,AMELIA P",V_Participant,
1018428,Augusta,1944-11-08T22:11:38Z,3217 SHERIDAN,-70,M,Maine,44,"KINTORE,AMELIE L",V_Participant,
1018429,East Winthrop,1955-01-08T22:11:38Z,2947 STAGECOACH DR,-70,F,Maine,44,"BRAIM,MADELEINE L",V_Participant,
1018430,Farmingdale,1939-09-08T22:11:38Z,7221 NUNES LANE,-70,M,Maine,44,"JOUBERT,SEAN P",V_Participant,
1018431,Gardiner,1941-01-08T22:11:38Z,27505 TAMPA AVE APT 52,-70,F,Maine,44,"D'ARCY,ELIZABETH E",V_Participant,
1018433,Hallowell,1951-10-08T22:11:38Z,21219 NETWORK,-70,F,Maine,44,"FIELDER,CHARLOTTE T",V_Participant,
1018434,Kents Hill,1941-09-08T22:11:38Z,311 KEITH AVE,-70,M,Maine,44,"PEARSON,ALYSSA J",V_Participant,
1018436,Manchester,1955-07-08T22:11:38Z,1839 25TH ST,-70,M,Maine,44,"HOSKINS,OWEN N",V_Participant,
1018437,Mount Vernon,1952-11-08T22:11:38Z,PO BOX 214629,-70,F,Maine,44,"FEAKES,GABRIEL M",V_Participant,
1018438,Readfield,1955-09-08T22:11:38Z,"1616 DIMARE CT,APT F48",-70,M,Maine,44,"CORONES,HUNTER B",V_Participant,
1018439,South China,1954-07-08T22:11:38Z,4504 49TH STREE,-70,F,Maine,44,"CHOWNE,MILLA D",V_Participant,
1018441,Vienna,1950-02-08T22:11:38Z,328 E SYCAMORE,-70,F,Maine,45,"NEWSON,KAI H",V_Participant,
1018442,Windsor,1952-05-08T22:11:38Z,2130 CARMICHAEL,-70,M,Maine,44,"JENNER,ASHTON E",V_Participant,
1018443,Winthrop,1942-12-08T22:11:38Z,7163 P. O. BOX,-70,F,Maine,44,"ROYSTON,LUCY B",V_Participant,
1018444,Waterville,1950-08-08T22:11:38Z,2094 FOREST AVE ,-70,M,Maine,45,"WADHAM,ALICE L",V_Participant,
1018445,Waterville,1950-08-08T22:11:38Z,2615 24TH AVE,-70,F,Maine,45,"GAFFNEY,HUGO A",V_Participant,
1018447,Belgrade,1939-10-08T22:11:38Z,129 SAN BENANCI,-70,F,Maine,44,"CASCARRET,MILLA O",V_Participant,
1018448,Belgrade Lakes,1939-07-08T22:11:38Z,2274 GARY LANE,-70,M,Maine,45,"LAMBLE,REBECCA W",V_Participant,
1018449,China Village,1940-11-08T22:11:38Z,106 CPNTINENTALS WAY APT 204,-70,F,Maine,45,"MALEY,ETHAN L",V_Participant,
1018453,Oakland,1945-07-08T22:11:38Z,354 CEDAR STREET,-70,F,Maine,45,"BEDNALL,STEPHANIE J",V_Participant,
1018454,Vassalboro,1941-06-08T22:11:38Z,1734 CALLE CAMPANA,-70,M,Maine,44,"ROWNTREE,LILLY C",V_Participant,
1018455,Friendship,1951-04-08T22:11:38Z,2233 CENTRAL AVE APT H,-69,F,Maine,44,"ROEMER,ANNABELLE Z",V_Participant,
1018456,Cushing,1956-04-08T22:11:38Z,292 BUCKINGHAM,-69,M,Maine,44,"GRENDA,TAJ E",V_Participant,
1018457,Washington,1951-05-08T22:11:38Z,P O BOX AA,-69,F,Maine,44,"BENNETT,ZOE K",V_Participant,
1018458,Isle Au Haut,1947-10-08T22:11:38Z,417 SOUTHGATE AVE,-69,M,Maine,44,"HUMFFRAY,ALICE J",V_Participant,
1018460,Camden,1944-01-08T22:11:38Z,2232 SWEETWATER,-69,M,Maine,44,"PEMULWUY,CODY K",V_Participant,pdsergent@verizon.net
1018461,Hope,1949-02-08T22:11:38Z,"4075 NELSON AVE SUITE E,PKWY STE 110-184",-69,F,Maine,44,"MAYO,MAYA P",V_Participant,pdsergent@verizon.net
1018462,Matinicus,1953-03-08T22:11:38Z,1798 DONNA LANE,-69,M,Maine,44,"ULLATHORNE,THOMAS K",V_Participant,pdsergent@verizon.net
1018463,North Haven,1952-09-08T22:11:38Z,7689 LEE DR,-69,F,Maine,44,"BROOKE,MARCUS B",V_Participant,
1018465,Port Clyde,1938-04-08T22:11:38Z,8151 ARLINGTON AVE #N,-69,F,Maine,44,"PIERCE,JEREMY M",V_Participant,
1018469,Tenants Harbor,1952-05-08T22:11:38Z,1137 ODDSTAD BL,-69,F,Maine,44,"GUNTHER,MILLA A",V_Participant,
1018470,Thomaston,1944-12-08T22:11:38Z,107 LA GAMA ST,-69,M,Maine,44,"PARER,KOBY B",V_Participant,
1018471,Union,1947-01-08T22:11:38Z,2218 LLOYD CENTER,-69,F,Maine,44,"DICKS,ELIZABETH B",V_Participant,
1018475,Coopers Mills,1941-09-08T22:11:38Z,562 TANNEHILL DR,-70,F,Maine,44,"GREGOR,DAVID E",V_Participant,
1018476,Dresden,1951-06-08T22:11:38Z,4216 BOONE LANE,-70,M,Maine,44,"KEEN,ZANE L",V_Participant,
1018479,Alna,1945-02-08T22:11:38Z,P O BOX 13447,-70,F,Maine,44,"CORIN,MADELEINE A",V_Participant,
1018481,Boothbay Harbor,1951-06-08T22:11:38Z,"1625 FRENCH LACE LN,ONE MARKET TOWER",-70,F,Maine,44,"EDMUND,GEMMA J",V_Participant,
1018483,Chamberlain,1944-02-08T22:11:38Z,22383 SO GARDEN,-69,F,Maine,44,"O'SHAUGHNESSY,TAJ I",V_Participant,
1018487,Bremen,1943-09-08T22:11:38Z,3853 COUGAR PL,-69,F,Maine,44,"HICKS,LUCY B",V_Participant,
1018489,New Harbor,1938-05-08T22:11:38Z,11453 DONA TERESA DR,-70,F,Maine,44,"BOEHM,TOBY D",V_Participant,
1018490,Nobleboro,1941-04-08T22:11:38Z,P O BOX 30019,-69,M,Maine,44,"BADGER,AMELIE M",V_Participant,
1018492,Pemaquid,1947-05-08T22:11:38Z,1250 E ALISAL S,-70,M,Maine,44,"GETHER,JOSEPH G",V_Participant,
1018493,Round Pond,1956-01-08T22:11:38Z,774 2ND STREET WEST,-69,F,Maine,44,"ROBINSON,BELLA E",V_Participant,
1018494,South Bristol,1947-09-08T22:11:38Z,2731 LA CRESCENTA DR #13,-70,M,Maine,44,"TROUTON,ELLIE C",V_Participant,
1018495,Squirrel Island,1950-11-08T22:11:38Z,2005 SILVERADA BL#350,-70,F,Maine,44,"LOEWE,MOLLY D",V_Participant,
1018496,Trevett,1938-05-08T22:11:38Z,P O BOX 15142,-70,M,Maine,44,"BANFIELD,GABRIELLA S",V_Participant,
1018497,Waldoboro,1945-12-08T22:11:38Z,268 RIDGE VISTA,-69,F,Maine,44,"SWAN,LILIAN E",V_Participant,
1018498,Walpole,1942-09-08T22:11:38Z,405 RANCH AROYYO PKWY APT 148,-70,M,Maine,44,"OAKLEY,LOGAN E",V_Participant,donna.villasenor@att.net
1018499,West Boothbay Harbor,1939-07-08T22:11:38Z,9340 WINDING OAK DR,-70,F,Maine,44,"EDWARD,JOSHUA K",V_Participant,
1018500,Southport,1954-06-08T22:11:38Z,1165 WILLOW RD #3,-70,M,Maine,44,"KRAEGEN,PATRICK K",V_Participant,mathew_edith@comcast.net
1018501,Wiscasset,1955-03-08T22:11:38Z,1410 COLORADO AVE #121,-70,F,Maine,44,"WINNING,JESSE L",V_Participant,
1018502,Monhegan,1952-09-08T22:11:38Z,acct# 81563702,-69,M,Maine,44,"SCORFIELD,DAKOTA L",V_Participant,
1018503,Brownfield,1955-03-08T22:11:38Z,2773 HARRIS STREET #C,-71,F,Maine,44,"GOLDFINCH,ANTHONY L",V_Participant,
1018504,Center Lovell,1952-01-08T22:11:38Z,754 N CROFT,-71,M,Maine,44,"CATCHPOLE,MAKAYLA K",V_Participant,
1018506,Fryeburg,1946-09-08T22:11:38Z,311 PERRYMONT AV #C,-71,M,Maine,44,"DONNITHORNE,LILY L",V_Participant,
1018507,Hiram,1945-09-08T22:11:38Z,Acct. No. 6WT354350,-71,F,Maine,44,"DOUGHARTY,BEAU I",V_Participant,
1018508,Lovell,1951-08-08T22:11:38Z,811 E CAMBRIDGE ST,-71,M,Maine,44,"AIREY,BENJAMIN E",V_Participant,RA.GUILD@ALO
1018510,Waterford,1948-08-08T22:11:38Z,346 LONDON STREET,-71,M,Maine,44,"BLIGH,RORY M",V_Participant,
1018511,Andover,1954-10-08T22:11:38Z,124 CASABELLA D,-71,F,Maine,45,"CLIFTON,HAMISH Z",V_Participant,
1018513,Bryant Pond,1952-12-08T22:11:38Z,P O BOX 601258,-71,F,Maine,44,"GUEST,HARRISON A",V_Participant,
1018514,Buckfield,1944-03-08T22:11:38Z,P.O. BOX  567,-70,M,Maine,44,"DELLIT,ZANE M",V_Participant,
1018516,Dixfield,1943-03-08T22:11:38Z,PO BOX 96 0205 ,-70,M,Maine,45,"HILLIER,EDWARD A",V_Participant,
1018517,East Andover,1939-08-08T22:11:38Z,18110 SHELL RD,-71,F,Maine,45,"RAWSON,JETT E",V_Participant,
1018519,Hanover,1947-03-08T22:11:38Z,218 W 8TH STREET,-71,F,Maine,44,"EADES,MAX R",V_Participant,
1018520,Hebron,1953-10-08T22:11:38Z,625 CATAMARAN ST #1,-70,M,Maine,44,"DICKENS,ZARA S",V_Participant,
1018523,Newry,1955-04-08T22:11:38Z,241 ELM STREET,-71,F,Maine,45,"MATTINGLEY,AMY B",V_Participant,
1018524,North Waterford,1943-08-08T22:11:38Z,345 ROOSEVELT AVE,-71,M,Maine,44,"OSBORNE,AARON C",V_Participant,
1018525,Norway,1948-02-08T22:11:38Z,SPACE #4,-71,F,Maine,44,"RANFORD,ISABELLA A",V_Participant,
1018526,Oxford,1944-11-08T22:11:38Z,2200 STANDIFORD AVE APT 111,-71,M,Maine,44,"RICHMOND,ISABELLA A",V_Participant,lynda.lyn@gmail.com
1018528,Roxbury,1940-06-08T22:11:38Z,1018 6TH STREET,-71,M,Maine,45,"OGILBY,NATASHA Z",V_Participant,
1018530,South Paris,1947-06-08T22:11:38Z,1611 ADELAIDE ST #3,-71,M,Maine,44,"HUME,ZACHARY E",V_Participant,
1018534,Sumner,1953-12-08T22:11:38Z,60 BUENA VISTA,-70,M,Maine,44,"LAING,ISABEL A",V_Participant,
1018535,Bangor,1938-07-08T22:11:38Z,5024 LAS CRUCES CT,-69,F,Maine,45,"HAGUE,EBONY N",V_Participant,
1018536,Bangor,1938-10-08T22:11:38Z,340 20TH ST,-69,M,Maine,45,"STATTON,MAX S",V_Participant,
1018537,Bradford,1951-07-08T22:11:38Z,6 WAVE CREST DR,-69,F,Maine,45,"SHAW,LAYLA B",V_Participant,
1018538,Bradley,1939-05-08T22:11:38Z,"10849 ALDERBROO,244 KAEHN RD",-69,M,Maine,45,"WALKOM,ALANA R",V_Participant,
1018539,Brewer,1956-01-08T22:11:38Z,231 2ND STREET,-69,F,Maine,45,"MCCLEMENS,MAX C",V_Participant,
1018540,Burlington,1953-05-08T22:11:38Z,99 SEQUOYAH VIE,-68,M,Maine,45,"BIAGGINI,MAYA H",V_Participant,
1018541,Greenbush,1953-12-08T22:11:38Z,4548 HAMILTON AVE APT 4,-69,F,Maine,45,"WINNING,ANNA A",V_Participant,
1018546,Holden,1945-05-08T22:11:38Z,520 E. BEN HOLT DR,-69,M,Maine,45,"CALLINAN,MAKAYLA A",V_Participant,DELLA.BENNETT@YAHOO.COM
1018547,East Millinocket,1941-08-08T22:11:38Z,358 MOBLUI AVE #4,-69,F,Maine,46,"SUTTOR,MASON P",V_Participant,DELLA.BENNETT@YAHOO.COM
1018548,Etna,1945-10-08T22:11:38Z,8003 ADRIAN DR,-69,M,Maine,45,"BREMER,ANTHONY D",V_Participant,
1018549,Exeter,1949-01-08T22:11:38Z,146 B KITTOE ST,-69,F,Maine,45,"NICOLLE,LOLA J",V_Participant,
1018550,Hampden,1954-10-08T22:11:38Z,13074 WEIDNER ST,-69,M,Maine,45,"CORFIELD,GRACE C",V_Participant,
1018551,Howland,1948-09-08T22:11:38Z,228  ELLSWORTH  ST,-69,F,Maine,45,"CORSER,SCARLETT M",V_Participant,
1018553,Kenduskeag,1938-11-08T22:11:38Z,1505 FITZROY PLACE,-69,F,Maine,45,"MATTHIAS,KEIRA P",V_Participant,frankgisaac@gmail.com
1018555,Lagrange,1950-12-08T22:11:38Z,286 LAZYWOODS,-69,F,Maine,45,"NEUMANN,SUMMER A",V_Participant,
1018557,Levant,1952-06-08T22:11:38Z,"585 ROGER AVE,APT. #212",-69,F,Maine,45,"MCCARRON,DANIEL B",V_Participant,
1018558,Lincoln,1939-06-08T22:11:38Z,"516 GEARY ST,APT. #224",-69,M,Maine,45,"LATHAM,MICHAEL K",V_Participant,
1018560,Medway,1954-07-08T22:11:38Z,P.O. BOX 343,-69,M,Maine,46,"CLIFT,ELIZABETH H",V_Participant,RAIDERHOLIC@SBCGLOBAL.NET
1018562,Millinocket,1949-10-08T22:11:38Z,28 RUSSELL DR.,-69,M,Maine,46,"COLLINGS,PAIGE M",V_Participant,RAIDERHOLIC@SBCGLOBAL.NET
1018564,Orono,1947-09-08T22:11:38Z,ahall 12/29/07,-69,M,Maine,45,"MANSOUR,JOSEPH S",V_Participant,
1018565,Orono,1952-08-08T22:11:38Z,1912 SCEPTER CT.,-69,F,Maine,45,"MACKEY,LAUREN R",V_Participant,
1018566,Orrington,1956-08-08T22:11:38Z,105 E SIERRA AVE  #166,-69,M,Maine,45,"POORE,RYDER M",V_Participant,
1018567,Passadumkeag,1945-09-08T22:11:38Z,"1226 LASSEN DRIVE,#207",-69,F,Maine,45,"SHERRIFF,PATRICK E",V_Participant,
1018569,Stetson,1942-12-08T22:11:38Z,7 16TH STREET APT D,-69,F,Maine,45,"KAYLOCK,BEN E",V_Participant,
1018570,Stillwater,1952-04-08T22:11:38Z,10411 E 30 PL,-69,M,Maine,45,"VAN DE VELDE,ALICE N",V_Participant,
1018574,Stacyville,1949-09-08T22:11:38Z,1200 HILYARD ST STE 230,-69,M,Maine,46,"MUNGOMERY,PAIGE M",V_Participant,
1018575,Corinna,1940-02-08T22:11:38Z,16661 VENTURA BLVD #820B,-69,F,Maine,45,"RIDDELL,HUGO T",V_Participant,
1018576,Dexter,1948-01-08T22:11:38Z,"5301 F ST., #211,VILLAGE DR #3",-69,M,Maine,45,"SEXTON,ALEXANDER B",V_Participant,
1018578,East Newport,1941-05-08T22:11:38Z,7684 ROBERTS DR,-69,M,Maine,45,"MORRILL,NATASHA L",V_Participant,
1018579,Garland,1940-12-08T22:11:38Z,1177 ELEVENTH ST,-69,F,Maine,45,"HALLAHAN,ALI L",V_Participant,
1018580,Newport,1955-05-08T22:11:38Z,1900 N. OREGON STE. 314,-69,M,Maine,45,"BANNAN,JASPER M",V_Participant,
1018582,Abbot,1940-12-08T22:11:38Z,1600 11TH AVE,-70,M,Maine,45,"SCAMMELL,LINCOLN A",V_Participant,
1018585,Dover Foxcroft,1955-02-08T22:11:38Z,1821 WILSHIRE BLVD #210,-69,F,Maine,45,"SOUTHERN,KATIE J",V_Participant,
1011086,Bergland,1941-03-08T22:11:38Z,11 N MAIN ST,-90,M,Michigan,47,"UPFIELD,LEVI M",V_Participant,
1011087,Bruce Crossing,1951-05-08T22:11:38Z,3245 N MAPLE #1,-89,F,Michigan,47,"WHIDDON,REBECCA A",V_Participant,
1011090,Mass City,1949-07-08T22:11:38Z,9341 BUELL ST,-89,M,Michigan,47,"MCCONNELL,AMELIA J",V_Participant,
1011091,Ontonagon,1942-11-08T22:11:38Z,31489 COTTONWOOD RD,-89,F,Michigan,47,"BIRDSEYE,PATRICK J",V_Participant,
1011092,Rockland,1950-05-08T22:11:38Z,16 FOREMAN STREET,-89,M,Michigan,47,"SARGENT,LUCA A",V_Participant,
1011093,Trout Creek,1939-12-08T22:11:38Z,6075 N COLONIAL,-89,F,Michigan,46,"IFOULD,AIDEN A",V_Participant,
1011094,White Pine,1952-04-08T22:11:38Z,1038 HOOK AVENUE,-90,M,Michigan,47,"HARWOOD,ALICE B",V_Participant,
1011095,Evart,1941-09-08T22:11:38Z,1819 W ASHLAND,-85,F,Michigan,44,"PENDRED,NOAH C",V_Participant,
1011096,Hersey,1948-04-08T22:11:38Z,2821 SOMERSET AVE,-85,M,Michigan,44,"CHINN,EDWARD C",V_Participant,
1011097,Leroy,1940-06-08T22:11:38Z,388 DUBOIS AVE,-85,F,Michigan,44,"GLENNIE,ELIJAH A",V_Participant,
1011098,Marion,1948-03-08T22:11:38Z,913 CALIFORNIA ST,-85,M,Michigan,44,"TOWNS,MADELEINE C",V_Participant,
1011100,Sears,1953-06-08T22:11:38Z,19444 GOIN LANE,-85,M,Michigan,44,"FOXALL,DAKOTA H",V_Participant,
1011102,Comins,1956-09-08T22:11:38Z,6402 MAE ANNE AVE #131,-84,M,Michigan,45,"LAURIE,LEO S",V_Participant,
1011103,Fairview,1944-08-08T22:11:38Z,"480 ""A"" OAKRIDGE DR.",-84,F,Michigan,45,"PLANTE,JAI S",V_Participant,
1011106,Elmira,1942-10-08T22:11:38Z,300 MASON STREET,-85,M,Michigan,45,"CASE,LILY G",V_Participant,
1011108,Gaylord,1938-02-08T22:11:38Z,"104 MAPLE WOOD DR,1475 BAECHTEL RD L1",-85,M,Michigan,45,"POYNTON,LEVI A",V_Participant,
1011110,Vanderbilt,1941-04-08T22:11:38Z,1411 MONUMENT BLVD APT #A6,-85,M,Michigan,45,"HORSEMAN,LOLA H",V_Participant,
1011111,Waters,1946-04-08T22:11:38Z,P O BOX 6352,-85,F,Michigan,45,"CHRISTMAS,TYSON I",V_Participant,
1011115,Ferrysburg,1945-05-08T22:11:38Z,412 CEDAR STREET STE.B,-86,F,Michigan,43,"FROST,SAMANTHA T",V_Participant,
1011116,Grand Haven,1945-07-08T22:11:38Z,1333 FOURTH ST #4,-86,M,Michigan,43,"BOWLES,AIDAN C",V_Participant,
1011117,Holland,1956-09-08T22:11:38Z,8028 KELOK WAY,-86,F,Michigan,43,"DOVE,IMOGEN D",V_Participant,
1011119,Holland,1943-08-08T22:11:38Z,855 W 7TH STREET 22,-86,F,Michigan,43,"ALCORN,CONNOR M",V_Participant,
1011120,Hudsonville,1950-05-08T22:11:38Z,3700 DELTA FAIR BLVD. STE.88,-86,M,Michigan,43,"ENNOR,LAUREN J",V_Participant,
